uuid,name,slope,parking_area,number_of_households,area,is_remodeled,construction_year,green_space_area,internet_speed,rating,common_area_cleaning_frequancy,garbage_recycling_frequency,concierge_service,average_price_per_pyeong,newlyweds_benefits,pop,pop_ratio,pop_increase,taxi,income,income_increase,geometry
apartment_1165010306,서초네이처힐2단지,1.891326308,153,133,5807.4,거짓,2012,18.53605783,,32,매주,매주,1,37599965.28,,381,"[0.347868307, 5.298150783, 8.758451137, 17.58748628, 27.08503479, 21.14306803, 14.68442072, 5.09551995]",5,2,4999.04,13.78,"MultiPolygon (((127.02150217 37.46349719, 127.02248765 37.46276654, 127.02190826 37.46238329, 127.02175154 37.46217422, 127.02166732 37.4622228, 127.02153257 37.46227153, 127.02139781 37.46225691, 127.02125089 37.46232057, 127.02118962 37.46237915, 127.0"
apartment_1165010138,방배아트자이,2.602170229,572,353,4271.65,거짓,2018,18.4389408,,33,매주,매주,1,55465538.19,,655,"[0.263615493, 7.600482891, 10.85244017, 15.32760776, 15.77525367, 19.5500026, 17.09427281, 13.53632462]",1,2,7343.96,24.78,"MultiPolygon (((127.00289689 37.48028018, 127.00347101 37.4794098, 127.00344472 37.47934301, 127.00294771 37.47913613, 127.00245885 37.47893248, 127.00237504 37.47895317, 127.00157828 37.48016753, 127.0016049 37.48023415, 127.00203678 37.48041405, 127.00"
apartment_1165010101,삼환나띠르빌,3.25661087,159,126,4271.65,거짓,2003,21.92314317,,34,매주,매주,1,38312539.42,,358,"[0.266250758, 9.265412783, 11.23069376, 16.18897884, 16.97678931, 19.10837984, 16.20643791, 10.7570568]",7,2,6777.25,24.74,"MultiPolygon (((127.00576721 37.47976567, 127.00546204 37.4796732, 127.00481309 37.48101936, 127.00511827 37.48112553, 127.00576721 37.47976567)))"
apartment_1165010713,반포써밋,1.789443175,1192,764,5440.26,거짓,2018,19.52036201,,34,매주,매주,1,73909718.85,,608,"[0.675576087, 6.847915193, 10.39897978, 15.79481521, 25.5585759, 20.14593089, 13.67101961, 6.907187335]",7,9,9643.81,13.18,"MultiPolygon (((127.01695274 37.50126482, 127.01770131 37.50182413, 127.01661355 37.50280478, 127.01639365 37.50285706, 127.01618528 37.50267881, 127.01544222 37.50306538, 127.01571891 37.50335658, 127.0164361 37.50293389, 127.01664057 37.50289084, 127.0"
apartment_1165010824,서초아이파크,1.579863548,299,115,2459,거짓,2003,20.38529799,,34,매주,매주,1,27003988.9,,418,"[0.298695526, 4.203751842, 11.73063402, 17.79809551, 23.8072461, 21.83198514, 14.50052902, 5.829062834]",6,6,8024.2,28.84,"MultiPolygon (((127.02357068 37.4847878, 127.02352205 37.48477078, 127.02294342 37.48523961, 127.02275895 37.48539313, 127.02298614 37.48561458, 127.02265942 37.48583569, 127.02270147 37.48586152, 127.02275513 37.48589372, 127.02285493 37.48595357, 127.0"
apartment_1165010836,서초e-편한세상2차,0.61315608,254,159,45810,거짓,2005,21.05989816,,35,매주,매주,1,19266951.53,,485,"[4.211034085, 10.31307722, 13.97374806, 17.96522155, 23.62464799, 16.94461645, 9.412950813, 3.554703827]",13,7,6933.56,22.18,"MultiPolygon (((127.00914401 37.48691583, 127.00932146 37.48652839, 127.00940043 37.48645966, 127.00961048 37.48602749, 127.00974516 37.48575252, 127.00971316 37.48570752, 127.00953162 37.4856432, 127.00947508 37.48564338, 127.00934769 37.48568956, 127.0"
apartment_1165010803,롯데캐슬클래식,0.256498496,1436,990,6878.18,거짓,2006,18.30564837,,36,매주,매주,1,50232287.36,,563,"[2.558552764, 8.425281745, 15.68945692, 22.7810336, 24.41204302, 15.36693374, 8.707373842, 2.059324367]",6,2,9183.09,23.33,"MultiPolygon (((127.02167325 37.49939442, 127.0206715 37.4990862, 127.02020936 37.50034252, 127.02215423 37.50092931, 127.02270941 37.49976305, 127.02268735 37.49971388, 127.02210534 37.49953484, 127.02167325 37.49939442)))"
apartment_1165010838,현대ESA2,1.682403755,350,174,45810,거짓,2003,20.17280797,,36,매주,매주,1,29190888.96,,629,"[0.150851743, 3.316414482, 16.16682616, 19.50264857, 21.62642834, 19.46181748, 13.6861238, 6.088889421]",63,20,9448.74,50.21,"MultiPolygon (((127.00884602 37.49089666, 127.00851379 37.49079356, 127.00847131 37.49085177, 127.0084546 37.49088595, 127.00845744 37.49088684, 127.00842774 37.49094762, 127.00842247 37.49094599, 127.00839969 37.49099259, 127.0084143 37.49099712, 127.00"
apartment_1165010602,래미안신반포팰리스,0.189782098,1307,843,5879.84,거짓,2016,19.40071275,,37,매주,매주,1,68222957.68,,445,"[3.527581094, 8.893031762, 13.09978791, 19.43225435, 23.52120549, 17.26108781, 10.66957939, 3.595472205]",5,1,8429.13,17.84,"MultiPolygon (((127.01150748 37.51550902, 127.01175426 37.51536936, 127.01230196 37.51593015, 127.01344972 37.51519748, 127.01320243 37.51395022, 127.01273696 37.51374107, 127.01256231 37.51364545, 127.01214074 37.51393074, 127.01230029 37.51410272, 127."
apartment_1165010104,"임광1,2차",5.267119884,460,418,2817.99,거짓,1985,17.46106466,,38,매주,매주,1,40121624.11,,413,"[29.73706609, 30.87808194, 25.63749549, 13.74735648, 0, 0, 0, 0]",9,3,6519.67,23.69,"MultiPolygon (((127.00302083 37.47780691, 127.00315547 37.47760877, 127.00324977 37.47765031, 127.00349609 37.47775357, 127.00355514 37.47774381, 127.00391723 37.47724945, 127.00409325 37.4770095, 127.0040928 37.47699923, 127.00408375 37.47697283, 127.00"
apartment_1165011103,서초포레스타7단지,2.072211742,0,310,5745,거짓,2013,18.96507394,,38,매주,매주,1,43997594.72,,364,"[0.348710571, 3.060898013, 12.93953, 18.80282571, 21.65962501, 19.26574256, 14.95090613, 8.971762019]",3,1,4062.48,3.64,"MultiPolygon (((127.05574005 37.44861131, 127.05731587 37.44964254, 127.05761699 37.4493493, 127.05744124 37.44803766, 127.05741103 37.44793197, 127.05679602 37.44752865, 127.05574005 37.44861131)))"
apartment_1165010637,잠원한신그린,0.302976757,135,150,1115.61,거짓,1993,20.08507538,,38,매주,매주,1,15294337.51,,453,"[0.397365918, 6.381445608, 10.99188866, 15.68731039, 23.24399494, 20.70036813, 15.05106851, 7.54655785]",4,6,6871.38,18.65,"MultiPolygon (((127.00789636 37.51394223, 127.0084213 37.51336972, 127.00800467 37.51297955, 127.00777394 37.5128663, 127.00730504 37.51317084, 127.00766696 37.51349563, 127.00749877 37.51361338, 127.00760581 37.51370676, 127.00763129 37.51369458, 127.00"
apartment_1165010202,양재우성KBS(113동),8.235103607,96,150,13240.75,거짓,1996,16.49725865,,38,매주,매주,1,17196440.08,,429,"[0.329912508, 3.355080573, 11.63966781, 16.99737287, 23.14969879, 22.90510848, 15.85379082, 5.769368139]",4,8,6645.39,18.84,"MultiPolygon (((127.03176167 37.47454073, 127.03154091 37.47443473, 127.03147128 37.47438725, 127.03132994 37.47431204, 127.0311734 37.47447077, 127.03102904 37.47438745, 127.03069272 37.47411015, 127.03062 37.47414059, 127.03059816 37.47415796, 127.0305"
apartment_1165010709,래미안퍼스티지,0.708751678,4350,2444,16981.06,거짓,2009,16.66731644,,39,매주,매주,1,77700433.51,,546,"[0.174772534, 4.757803612, 10.96517351, 16.68548817, 23.82171278, 22.80907783, 15.14324677, 5.642724793]",4,3,16138.3,27.46,"MultiPolygon (((126.99506006 37.50298246, 126.99512356 37.50280041, 126.99515204 37.50280858, 126.99545252 37.50200077, 126.99543484 37.50197104, 126.99535848 37.50195594, 126.99493958 37.50179915, 126.99465395 37.50165249, 126.99453334 37.50193566, 126."
apartment_1165010616,신화,0.340530038,166,166,950,거짓,1997,20.74479806,,39,매주,매주,1,53937356.99,,487,"[0.41511171, 6.47928921, 10.7827097, 15.92521996, 23.3434457, 20.82114082, 15.48913178, 6.743951115]",9,1,5732.96,3.97,"MultiPolygon (((127.01370919 37.51607841, 127.01375075 37.51605535, 127.01375462 37.51606077, 127.01378634 37.5160422, 127.01378304 37.51603994, 127.01379653 37.51603224, 127.01380488 37.51604119, 127.01383088 37.51602398, 127.01383411 37.51602919, 127.0"
apartment_1165010843,서초삼성래미안,3.10418725,475,299,1599.53,거짓,2001,20.36693464,,40,매주,매주,1,42646642.45,,560,"[1.751542834, 7.054477222, 14.29795771, 20.85528686, 24.64729886, 17.93589731, 10.26441629, 3.193122904]",7,1,7235.5,21.29,"MultiPolygon (((127.02074976 37.49345816, 127.02036036 37.49317082, 127.02035666 37.49316782, 127.02029992 37.49321215, 127.02026344 37.49322982, 127.02023785 37.49323923, 127.02022457 37.49324139, 127.02019898 37.49324139, 127.02017259 37.49323667, 127."
apartment_1165010140,방배그랑자이,4.4193573,1501,758,2817.99,거짓,2021,16.55729586,,41,매주,매주,1,61849925.48,,397,"[0.228195405, 4.832141213, 10.36952069, 16.60054601, 21.41627274, 21.39508491, 16.93916169, 8.219077331]",5,3,8050.6,19.78,"MultiPolygon (((126.99946212 37.47536864, 126.99856991 37.47696191, 126.99846227 37.47698441, 126.9984376 37.47701324, 126.99851768 37.47710776, 126.99847968 37.47718773, 126.99988503 37.47776368, 127.0010493 37.47598312, 127.00115537 37.47582115, 127.00"
apartment_1165010301,대림,5.788648129,651,412,5492.24,거짓,1995,17.65848626,,42,매주,매주,1,27228236.56,,612,"[2.697816921, 4.086333789, 11.55334483, 11.65740951, 16.30823433, 21.55877033, 21.17094988, 10.96714041]",1,1,6659.92,25.76,"MultiPolygon (((127.0231342 37.47351325, 127.02337198 37.47347484, 127.02377632 37.47351026, 127.02394227 37.47351885, 127.02399951 37.47349788, 127.02406851 37.47344407, 127.02410096 37.47339518, 127.02412979 37.47332618, 127.02413054 37.47324847, 127.0"
apartment_1165010815,서초대우디오빌프라임,0.596975088,196,112,23833.35,거짓,2005,18.65190331,,43,매주,매주,1,21990335.63,,277,"[1.510731413, 7.659807128, 21.14830255, 22.94609057, 22.56194739, 14.24494218, 7.690335865, 2.237842903]",33,27,5288.83,16.6,"MultiPolygon (((127.03020164 37.49177222, 127.03030928 37.4915488, 127.03032322 37.49154476, 127.03033778 37.49151195, 127.03033335 37.49150185, 127.03020595 37.49146504, 127.03020342 37.49146806, 127.02989125 37.49137261, 127.02989378 37.49136907, 127.0"
apartment_1165010801,래미안서초스위트,0.429413766,502,392,2060.56,거짓,2009,18.16967076,,45,매주,매주,1,60428558.16,,380,"[0.396347447, 4.219429375, 11.89872281, 19.03632723, 25.27434794, 20.08023208, 13.50064337, 5.593949736]",24,21,7700.74,11.78,"MultiPolygon (((127.0207779 37.50187602, 127.01974195 37.50156132, 127.01944018 37.50238124, 127.02123373 37.50292276, 127.02157832 37.50220171, 127.02074178 37.50195199, 127.0207779 37.50187602)))"
apartment_1165010606,잠원대우아이빌,3.204153299,168,168,1399.68,거짓,2001,21.12929041,,45,매주,매주,1,15023897.06,,414,"[0.112643173, 2.436657564, 13.15628316, 20.45714354, 23.67788447, 20.52959267, 14.10074324, 5.529052177]",22,10,4370.99,12.16,"MultiPolygon (((127.01800775 37.51142026, 127.01832472 37.5116199, 127.01832189 37.51162687, 127.01836352 37.5116504, 127.01836281 37.51165285, 127.01840185 37.51167544, 127.01840626 37.51167493, 127.01845482 37.51170325, 127.0184654 37.51170095, 127.018"
apartment_1165010620,금호베스트빌,0.43034476,215,117,5879.84,거짓,2002,19.31363177,,46,매주,매주,1,45190998.88,,375,"[0.371293841, 5.901803707, 11.18435643, 16.37130154, 23.69550503, 20.64302612, 15.29400702, 6.538706316]",10,2,8645.82,23.37,"MultiPolygon (((127.01475898 37.51489998, 127.0146902 37.51452504, 127.01408203 37.51427333, 127.01358386 37.51435275, 127.01366294 37.51468662, 127.01375574 37.5149384, 127.01413023 37.51485352, 127.0141371 37.51487541, 127.01444287 37.51479875, 127.014"
apartment_1165010133,방배브라운스톤,2.726999601,194,145,27368.68,거짓,2005,20.49819099,,50,매주,매주,1,17171834.51,,438,"[1.000201001, 8.008299663, 16.9066396, 18.04095041, 22.24001352, 18.5186238, 11.65391772, 3.631354273]",13,20,7287.61,23.64,"MultiPolygon (((126.99513181 37.48737866, 126.99515279 37.48732673, 126.99518125 37.48733211, 126.99529512 37.48709385, 126.99524619 37.48707062, 126.99527623 37.4869749, 126.99530644 37.48691493, 126.99531245 37.4869076, 126.99543894 37.48692675, 126.99"
apartment_1165010202,양재우성KBS(113동),8.235103607,96,150,13240.75,거짓,1996,16.49725865,,50,매주,매주,1,17196440.08,,429,"[0.329912508, 3.355080573, 11.63966781, 16.99737287, 23.14969879, 22.90510848, 15.85379082, 5.769368139]",4,8,6645.39,18.84,"MultiPolygon (((127.03176167 37.47454073, 127.03154091 37.47443473, 127.03147128 37.47438725, 127.03132994 37.47431204, 127.0311734 37.47447077, 127.03102904 37.47438745, 127.03069272 37.47411015, 127.03062 37.47414059, 127.03059816 37.47415796, 127.0305"
apartment_1165010719,현대동궁,2.567076683,224,224,1629.25,거짓,1991,18.51562665,,50,매주,매주,1,14549665.47,,570,"[0.138982076, 3.251458235, 10.24563919, 17.58182301, 24.59920236, 22.25366278, 15.57168794, 6.357544414]",26,5,5805.99,10.71,"MultiPolygon (((127.00235005 37.50087172, 127.00249471 37.500765, 127.00291801 37.50081196, 127.00290729 37.50041495, 127.00264474 37.5003125, 127.0024197 37.50037654, 127.00221073 37.50030397, 127.0021518 37.50035946, 127.00191604 37.50025701, 127.00188"
apartment_1165010307,서초네이처힐3단지,1.151952028,1414,1251,5807.4,거짓,2013,19.25931549,,50,매주,매주,1,40443390.41,,409,"[0.609443016, 7.276069071, 7.959223102, 15.30047464, 26.34781504, 20.27348788, 15.76388804, 6.469599211]",8,3,5898.78,6.18,"MultiPolygon (((127.02712497 37.46268435, 127.02741985 37.46303146, 127.02750435 37.46323276, 127.02749028 37.46341211, 127.02744832 37.46364723, 127.02733588 37.46382633, 127.02713939 37.46403896, 127.0268867 37.4642071, 127.02683057 37.46433016, 127.02"
apartment_1165011102,서초포레스타5단지,4.646251678,695,547,7850.26,거짓,2014,17.9942254,,50,매주,매주,1,43209984.04,,435,"[0.187670745, 2.192659461, 9.05333175, 16.51740112, 23.37807341, 22.38191392, 18.35689116, 7.932058439]",2,1,5255.84,12.19,"MultiPolygon (((127.05634437 37.45188013, 127.05584606 37.45253106, 127.05598867 37.4526756, 127.05639029 37.45265992, 127.05655857 37.45246359, 127.0569408 37.45252022, 127.05720645 37.4525924, 127.05735531 37.45242191, 127.05802227 37.45208591, 127.058"
apartment_1165010714,반포리체,0.479663312,1679,1119,5650.98,거짓,2011,18.15729777,,50,매주,매주,1,74973449.85,,436,"[0.59567058, 6.688090196, 13.67699297, 18.44567432, 23.79584778, 18.20689016, 12.53658571, 6.054248287]",12,9,9015.78,6.13,"MultiPolygon (((127.01200667 37.50469256, 127.01207984 37.50469903, 127.01220176 37.50469254, 127.01238872 37.50467958, 127.01250253 37.50468604, 127.0126651 37.50467307, 127.01280328 37.50466658, 127.01289271 37.50465363, 127.01295773 37.50464714, 127.0"
apartment_1165010859,DK밸리뷰서초,1.21579957,57,105,4270.02,거짓,2022,19.62351772,,50,매주,매주,1,28820334.56,,583,"[1.779700871, 6.618971015, 15.26028871, 21.75955247, 24.71574498, 17.96180503, 9.599124864, 2.304812053]",25,9,5085.99,16.12,"MultiPolygon (((127.0139363 37.48784386, 127.01376483 37.48779229, 127.01367943 37.48797082, 127.01386876 37.48802835, 127.01392568 37.48790864, 127.01390777 37.48790328, 127.0139363 37.48784386)))"
apartment_1165010611,신반포12차,0.753964663,311,324,950,거짓,1982,20.05353655,,52,매주,매주,1,52434525.19,,717,"[2.59674255, 7.797398882, 14.54740316, 20.28178994, 24.0192189, 17.47553557, 10.37019347, 2.91171753]",14,4,6107.22,6.91,"MultiPolygon (((127.01556304 37.51682831, 127.01547208 37.51657997, 127.01539637 37.51659701, 127.01497814 37.51540028, 127.01454433 37.51549557, 127.01456583 37.51555818, 127.01440486 37.51559517, 127.01412223 37.51565005, 127.01404383 37.51566807, 127."
apartment_1165010835,서초한빛삼성,1.485824227,359,264,45810,거짓,1999,21.104119,,54,매주,매주,1,39918395.68,,670,"[0.322197251, 6.199807311, 11.36372735, 16.2761001, 22.46523124, 21.93699984, 14.72168161, 6.714255296]",7,5,8810.49,23.28,"MultiPolygon (((127.00794092 37.48893819, 127.00798414 37.48884, 127.00805748 37.48886032, 127.0082232 37.4889028, 127.00828104 37.48878986, 127.00837487 37.48858918, 127.0084782 37.48838267, 127.00849131 37.48835627, 127.00850194 37.48833311, 127.008520"
apartment_1165010102,방배래미안아트힐,6.276262283,1241,588,2751.31,거짓,2004,17.55180141,,54,매주,매주,1,22854045.65,,445,"[0.130600857, 6.08310015, 10.12793721, 16.57889462, 20.42843452, 21.13180087, 16.5316081, 8.987623674]",7,10,20088.24,65.76,"MultiPolygon (((127.00663767 37.4776469, 127.00455334 37.47663929, 127.00424713 37.47705654, 127.00418127 37.47702505, 127.00364277 37.47775698, 127.00365699 37.47780392, 127.00437542 37.47809967, 127.00525806 37.47847094, 127.00566644 37.4786525, 127.00"
apartment_1165010121,삼호3차,0.6845812,0,216,2226.47,거짓,1976,20.08167648,,54,매주,매주,1,29413889.48,,571,"[2.807011122, 8.454518599, 14.89933035, 19.69790082, 24.4481381, 16.60609766, 9.54550821, 3.541495138]",13,7,6569.35,21.03,"MultiPolygon (((126.98740417 37.49726823, 126.98683809 37.49704654, 126.98680537 37.49704915, 126.98643547 37.49763835, 126.98701791 37.49785743, 126.98740417 37.49726823)))"
apartment_1165010203,신영체르니,0.289979339,175,175,1365.42,거짓,2002,20.56079973,,54,매주,매주,1,28631762.91,,466,"[1.133113675, 5.187591549, 15.77391696, 19.88598889, 23.92144817, 18.81161756, 11.47955357, 3.806769616]",12,3,4585.27,1.9,"MultiPolygon (((127.0413877 37.47927316, 127.04161103 37.4791459, 127.0416469 37.47918627, 127.04183405 37.47908131, 127.04160376 37.47881609, 127.04157792 37.4788279, 127.04152941 37.47877229, 127.04140284 37.47884595, 127.04139819 37.4788401, 127.04136"
apartment_1165010314,서초LH4단지,0.462731063,0,424,56984,거짓,2013,18.33158705,,55,매주,매주,1,19266951.53,,566,"[0.493732403, 5.198845111, 8.71454033, 16.58668862, 24.10306071, 21.92027429, 16.68937822, 6.293480318]",1,1,5081.5,2.99,"MultiPolygon (((127.02419236 37.45928018, 127.02435566 37.45852282, 127.02453465 37.45816895, 127.02308999 37.45760744, 127.02286419 37.45767887, 127.02294623 37.4578968, 127.02306686 37.45840822, 127.02309808 37.45865962, 127.02306697 37.45877447, 127.0"
apartment_1165010701,반포푸르지오,0.231450468,249,237,2.35,거짓,2000,20.0377655,,55,매주,매주,1,57819477.84,,697,"[4.498166949, 10.42885304, 14.94268455, 19.61431745, 21.858005, 15.04674538, 9.815061285, 3.796166351]",6,5,6676.53,11.25,"MultiPolygon (((126.9978651 37.50415449, 126.9951587 37.50338864, 126.99502331 37.50360738, 126.99773088 37.50436819, 126.9978651 37.50415449)))"
apartment_1165010635,신반포7차,0.2280509,320,320,1115.61,거짓,1980,20.51357524,,55,매주,매주,1,48804303.99,,535,"[3.135440594, 8.829861413, 12.96578115, 19.54258431, 23.6916187, 17.07524434, 11.03328525, 3.726184247]",2,1,7896.92,30.27,"MultiPolygon (((127.00847904 37.51321671, 127.0085262 37.51317238, 127.00858773 37.51320581, 127.0089778 37.51280295, 127.00929681 37.51246625, 127.00948728 37.51211797, 127.00811211 37.51141833, 127.0079756 37.51135278, 127.00795326 37.51137907, 127.007"
apartment_1165010112,방배우성,3.218697548,468,468,4002.31,거짓,1989,19.85429164,,55,매주,매주,1,33902814.15,,477,"[0.186824196, 3.327897997, 18.46632682, 20.73318709, 17.82835273, 17.60743664, 14.94286633, 6.907108207]",18,16,6522.58,22.67,"MultiPolygon (((126.98311167 37.47299402, 126.98303868 37.4725666, 126.98282138 37.47301672, 126.98269477 37.47327643, 126.98268583 37.47329615, 126.98310914 37.47341633, 126.98311618 37.47339204, 126.98316605 37.47337028, 126.9831933 37.47324327, 126.98"
apartment_1165010847,서초대우아이빌,1.07724007,161,215,1599.53,거짓,2003,20.23526382,,55,매주,매주,1,17147306.47,,500,"[0.419630396, 3.784375976, 13.22698871, 19.08752703, 22.26277819, 20.13485865, 14.34278117, 6.741059879]",24,13,5147.01,4.74,"MultiPolygon (((127.01764899 37.49440829, 127.01766594 37.49431741, 127.01770522 37.49409865, 127.01767338 37.49409442, 127.01762323 37.4940684, 127.0176187 37.49406737, 127.01756079 37.49404908, 127.01756139 37.49404686, 127.01744195 37.49400975, 127.01"
apartment_1165010808,우성5차,0.42359516,408,408,2376.44,거짓,1998,17.98301888,,56,매주,매주,1,36168003.47,,167,"[1.66486485, 9.286214759, 20.02415243, 21.76999093, 21.66883206, 14.76026644, 8.380506998, 2.445171526]",28,14,7694.36,20.17,"MultiPolygon (((127.02734524 37.49418723, 127.02671056 37.49399473, 127.02638891 37.49466904, 127.02628147 37.49488092, 127.02610738 37.49524597, 127.02598782 37.49548408, 127.02663206 37.49567902, 127.02668934 37.49555736, 127.02701992 37.49484185, 127."
apartment_1165010856,지웰홈스서초,0.476802786,80,154,1599.53,거짓,2019,20.15755964,,56,매주,매주,1,35883895.96,,363,"[0.683763471, 10.63229731, 23.13187895, 19.32993159, 19.7198835, 13.82563601, 9.487300946, 3.189308221]",51,11,4500.39,11.42,"MultiPolygon (((127.01347431 37.49205097, 127.01346873 37.49205037, 127.01347636 37.49200768, 127.01343323 37.492003, 127.01343725 37.49198051, 127.01344283 37.491981, 127.01345099 37.49193548, 127.01342207 37.49193218, 127.01342621 37.49190768, 127.0134"
